Comment,topic_1final,topic_2final,topic_2nd_ratio,sentiment_1final,sentiment_2final
it is ok the way it is.,No answer/Nothing,Inspiring Work/Place,0.0005104200438140119,Nothing,Positive
They regularly do thoughtful things for the employees like starbuck's cards or movie tickets. They regularly recognize hard work through their employee recognition program.,Appreciation/Recognition,Benefits,0.007347147682563026,Positive,Negative
my boss and coworkers are a delight to work with!,Co-Workers/Teamwork,Management Reliability/Integrity,0.0057508902593589985,Positive,Negative
This place is like my second family/home. In the years here I have enjoyed coming to work.  Your voice is heard and respected.  They always stand behind any family problems and never place any pressure to put your family second. ,Co-Workers/Teamwork,Communication/Support,0.015781430811370248,Positive,Negative
Be more respectful and helpful to each other. ,Co-Workers/Teamwork,Communication/Support,0.01893433418911307,Negative,Positive
"Higher starting pay for our frontline ( PCA, DA, CA, Housekeeping ) staff.",Incentives/Growth,Inspiring Work/Place,0.0014433324779473495,Negative,Positive
Teamwork!,Co-Workers/Teamwork,Communication/Support,0.0012301140326291607,Positive,Negative
All of the weekly protocols,Communication/Support,Co-Workers/Teamwork,0.2728868272247612,Negative,Positive
"Family Oriented atmosphere and the job providing staff with breakfast, lunch or dinner while paying them for their lunch break.",Co-Workers/Teamwork,Inspiring Work/Place,0.33939552259077294,Positive,Negative
"The only thing I would change is communication, I think it would benefit everyone if we all communicated a little better. It just seems like when there are changes that it takes a long time to get to the whole staff.",Communication/Support,Co-Workers/Teamwork,0.0007899952213317592,Negative,Positive
The management is awesome ,Management Reliability/Integrity,Co-Workers/Teamwork,0.001331756137682698,Positive,Negative
Add paid maternity and paternity leaves! Increase wages based on geography and how cost of living in each city changes. ,Benefits,Incentives/Growth,0.02741514662947896,Negative,Positive
"Give  raises  at least once a year to those that work hard for their money, are loyal, been here for more than a year, and always at work (don't call in often) assist where needed and have a good attitude",Incentives/Growth,Appreciation/Recognition,0.007665644262231155,Negative,Positive
"I know anytime i call the home office I can rely on someone to answer the phone, super polite and always helpful and supportive.",Co-Workers/Teamwork,Communication/Support,0.042089973682583985,Positive,Negative
I have worked for 4 different Benton House communities and the most consistent complaint among nursing staff is the 4 on 2 off schedule. I believe if we had every other weekend off the employee turn over rate would go down tremendously. I love working for Benton House!!,Staffing and Scheduling,Balancing Personal/Productivity,0.02934128661557387,Negative,Positive
We have a great team. We enjoy working together. ,Co-Workers/Teamwork,Inspiring Work/Place,0.002480249789179493,Positive,Nothing
"Have more hours
",Staffing and Scheduling,Balancing Personal/Productivity,0.002312957400550933,Negative,Positive
no,No answer/Nothing,Inspiring Work/Place,0.00010874206932586781,Nothing,Negative
My direct co-workers at the facility are great to work with.  The benefits are very good.,Co-Workers/Teamwork,Inspiring Work/Place,0.011292050437239711,Positive,Negative
Employees have plenty of opportunities to advance in their position with pay increases as a bonus. ,Incentives/Growth,Benefits,0.0042146081530961225,Positive,Negative
Show more appreciation to long term employees ,Appreciation/Recognition,Co-Workers/Teamwork,0.003282609525923384,Negative,Positive
No,No answer/Nothing,Inspiring Work/Place,0.00010874206932586781,Nothing,Negative
Increase pay on a yearly basis,Incentives/Growth,Inspiring Work/Place,0.0020267007022915884,Negative,Positive
Nothing I could think of. ,No answer/Nothing,Inspiring Work/Place,0.00019234042618138653,Nothing,Negative
"The majority of co-workers are friendly, examples is courteous and smile with morning greetings",Co-Workers/Teamwork,Communication/Support,0.001527879442857943,Positive,Negative
Loving People ,Co-Workers/Teamwork,Inspiring Work/Place,0.0030552532976309676,Positive,Negative
"more money, being able to work over time, and appreciating the good workers",Incentives/Growth,Inspiring Work/Place,0.005160422549773787,Negative,Positive
"This is a hard question to answer since there are several things that need to be changed. Most importantly is Security is lacking.  One security guard at night for 425 (approx.) residents.  No security guard during the day.  Management does survey after survey but nothing changes.  Management seems to take care of themselves, i.e., adding positions to help management  but not understanding other positions need additional help in a very real way. When the suggestion is made for additional staff and turned down, the excuse is always ""lack of budget.""  Most suggestions by staff may be heard but not implemented.  ",Management Reliability/Integrity,Staffing and Scheduling,0.09274900541014112,Negative,Positive
Fitness,Inspiring Work/Place,Benefits,0.07188687650017418,Negative,Positive
N/a,No answer/Nothing,Inspiring Work/Place,0.00011168394997968676,Nothing,Negative
"Overall I think the facility I work in is clean, but I always think you can never have too much clean. I appreciate working in a place that values cleanliness, using products that are not harmful to the environment or the people that stay and work here.",Inspiring Work/Place,Co-Workers/Teamwork,0.006025859803100747,Positive,Negative
"More staff training, hiring the most competent people. More comrodery amongst employees. More opportunities to get to know staff. I know that is hard with such a large often changing staff. ",Learning & Development,Staffing and Scheduling,0.008125858721829391,Negative,Positive
The people here. I love to be around them I love to give them care.,Co-Workers/Teamwork,Inspiring Work/Place,0.002100175793397877,Positive,Negative
The only thing I would change is not having to clean the rooms ourselves and just have a housekeeping person. ,Staffing and Scheduling,Co-Workers/Teamwork,0.031871997195104175,Negative,Positive
They are very resanble on scheduling everyone is very careful and nice and treats everyone like family no matter their position its a very great place to work ,Staffing and Scheduling,Co-Workers/Teamwork,0.015442297060257125,Positive,Negative
Dependable annual wage increases to match cost of living. No raise last year. ,Incentives/Growth,Inspiring Work/Place,0.004634734606937156,Negative,Positive
"More people on staff, so we can spend more â€œone on oneâ€ time with the residents.  I want to be able to make them feel like itâ€™s their home, not just where they reside.  I want them to enjoy the time they have here.   Not just exist.  ",Staffing and Scheduling,Inspiring Work/Place,0.019518700295746788,Negative,Positive
No,No answer/Nothing,Inspiring Work/Place,0.00010874206932586781,Nothing,Negative
I donâ€™t know ,No answer/Nothing,Inspiring Work/Place,0.00016477470917256352,Nothing,Negative
Can't think of anything,No answer/Nothing,Inspiring Work/Place,0.00014250616221910198,Nothing,Negative
Close relationship with upper level management and no micromanaging. Management trusts their employees to do what needs to be done and does not hover. ,Management Reliability/Integrity,Communication/Support,0.0023942025954463535,Positive,Negative
Cheaper benefits,Benefits,Incentives/Growth,0.0009541571236785479,Negative,Positive
I like that this company seems all about kindness and understanding.  It's very important that residents are treated with respect and dignity.  They are also understanding regarding employees with health issues and family concerns and are willing to cooperate with those needing to deal with any of those issues.,Inspiring Work/Place,Management Reliability/Integrity,0.02390413087924507,Positive,Negative
"There needs to be an adjustment of pay, the market has gone up. Other facilities are paying more. Other companies are paying more as well.",Incentives/Growth,Inspiring Work/Place,0.0012616820254621652,Negative,Positive
more caring and understanding,Co-Workers/Teamwork,Communication/Support,0.014193176238975772,Negative,Positive
Team work,Co-Workers/Teamwork,Inspiring Work/Place,0.0012222461941883132,Positive,Negative
