Unnamed: 0,Unnamed: 0.1,Participant ID,Question ID,Comment,Label,Sentiment,Label_encoded,Sentiment_encoded,kfold
3718,215,56343,Unique / Unusual,I love how everyone works together as a team and a work community. job flexibility is very important to balance out work and personal life. Country Meadows delivers on that. I have never missed an important family function or school event involving my child since I started working here.,Balancing Personal/Productivity (including time off),Positive,1,2,1
805,6941,76262,One Change,"A cleaner facility!!  Decent equipment for the residents who live here (ie: wheelchairs, shower chairs, seat cushions etc).  Reduce the duplication of documentation that is built into the documentation software. Like lots of places documentation guidelines     are provided and it takes time to meet all the guidelines.",Supplies/Systems,Negative,13,0,1
1018,4210,76134,Unique / Unusual,"The continuing education provided to ensure our skills are effective for our clients.  1. This company has always educated us on latest changes in our industry.
2. They believes in Evidence based practice which makes me very comfortable working for them.
3. Provides training for new therapy tools, also provide assistance to manager to implement those new skills with their team members. They have a Clinical brokers to provide 1:1 training with therapist. 
 ",Learning & Development,Positive,8,2,1
1120,1135,75348,Unique / Unusual,My team,Co-Workers/Teamwork,Positive,3,2,1
271,1756,57412,Unique / Unusual,i think its a very good company to work for but needs alot of help with communication among employes and staff and when good work is performed it should be apperciated and noticed.,Communication/Support,Negative,4,0,1
4753,2492,74258,One Change,I think the company needs to do a company-wide reevaluation of salary ranges. They are off the mark for a number of the office positions and I think it is why some roles have been difficult to fill. ,Incentives/Growth,Negative,6,0,1
2606,2180,79885,One Change,No back biting and speaking about others in the kitchen,Employee relations,Negative,5,0,1
1709,276,89159,One Change,Have PC staff get early time off as the people who come in at the same time on holidays and weekends. Thanks That essential employees FEEL the same comfort level when requesting time off as those who do not have to be replaced - understanding of course that their request will place a necessary burden on their supervisor.,Balancing Personal/Productivity (including time off),Negative,1,0,1
3805,2176,76379,One Change,"No hostile environment ethical, honest and open communication",Employee relations,Negative,5,0,1
3079,3987,92803,Unique / Unusual,"Infinity Rehab is therapy contract company with therapists at every managerial level in the company.  This infusion of a therapists paradigm helps to keep the patient experience & outcomes front and center.

Infinity Rehab really does make decisions with patients and employees in mind.  There is a culture of respect at every level of the organization.  In the event of a miss-step such as an employee hotline call;  the company responds with a sense of real urgency & honest investigation to understand and resolve the issue.  I have never seen or personally  experienced even a hint of retaliation for asking questions or dealing directly with a difficult issue. I feel very safe working at Infinity Rehab.   ",Inspiring Work/Place; Quality,Positive,7,2,1
5103,3105,56330,Unique / Unusual,"What I appreciate the most from this company is the way the co-workers are treated. They show us respect, they show appreciation of what you do , there is a family atmosphere here. They never talk down to you. The benefits that are offered here are more than what is offered in other places. All I can say is there are not many jobs when you are off and you can't wait to get back to work!",Inspiring Work/Place; Quality,Positive,7,2,1
1712,1833,74361,One Change,Communication,Communication/Support,Negative,4,0,1
683,192,93439,Unique / Unusual,"They make their staff know how much they are appreciated. The management staff send hand written thank you cards to the staff throughout the week to recognize all the staff's hard work and when they go above and beyond for others. They have impromptu ice cream days, pizza parties, coffee and donuts, etc for all the staff. You will see the upper management on the floor helping answer call lights and helping pass trays for meals. The appreciation ,good organization",Appreciation/Recognition,Positive,0,2,1
5156,6548,56982,One Change,"To be more competitive in our industry as far as staffing and hiring front line staff. Specifically, shift differentials, competitive salaries, provide uniform tops at year anniversaries. It is difficult to compete with Wellspan and large healthcare companies who can provide endless benefits. ",Staffing and Scheduling,Negative,12,0,1
2900,6469,93296,Unique / Unusual,"Unique because it ' s close to

Unique because it's close to my house. Move it closer to my home! I have a longer commute than I am used to, but it is worth it to be in a place that is so welcoming. There has never been one single day where I dreaded coming in to work. ",Other,Positive,11,2,1
669,5268,82,Unique / Unusual,No,No answer/Nothing,No answer/Nothing,10,1,1
3811,2076,92869,One Change,"More structure in the way the nursing dept. is run in this facility. 
Staff have more respect for each other and communication is  a big issue, starting from the top right on down the line.  
Poor communication makes my job very difficult.",Communication/Support,Negative,4,0,1
612,43,57429,Unique / Unusual,Always beneficial oppertunities  To involve the caregiver's in more things like having a family day where they can really get to know each other and their families.,Appreciation/Recognition,Positive,0,2,1
316,307,93618,One Change,Decrease productivity levels I like walking around the Eola park during lunch time. ,Balancing Personal/Productivity (including time off),Negative,1,0,1
2283,4258,91942,One Change,Increase funding for outside continuing education to allow therapists to obtain desired certifications that would benefit patient treatment. There are many trainings & meetings to educate employees working here!,Learning & Development,Negative,8,0,1
316,307,93618,One Change,"Decrease productivity levels Accruing vacation/time off is terrible. I have worked at many other facilities here in northern Colorado and this by far is the worst. Healthcare workers go home emotionally and mentally drained each night as we are caregivers to a needy and sometimes demanding clientele. This takes a toll over time and with limited time off, it affects us as people and as employees...my 2 cents.",Balancing Personal/Productivity (including time off),Negative,1,0,1
392,30,56953,One Change,I would make it so you show appreciation the co workers when they pick up overtime or hours and they have to miss time away from there families to be here. I would make the pay a little higher and I would not have favorites and make others feel bad when you only give one person a good report about there job. A chirstmas bonus would be nice too ,Appreciation/Recognition,Negative,0,0,1
2548,2172,74904,One Change,Fire all of the shitty as fuck managers that pick fights with the caregivers!  Does not discriminat age.,Employee relations,Negative,5,0,1
780,2188,92209,One Change,"having better judgement by treating everyone equal regardless of age race 0r gender The co-worker politics sometimes can distract the mission, less politics!",Employee relations,Negative,5,0,1
3037,6617,74287,One Change,We need a lot more help we have way to much on are plate ,Staffing and Scheduling,Negative,12,0,1
